seasonType,year,seasonName,seasonSlug,leagueId,midsizeName,leagueName,leagueShortName
12326,2024,"2024 MLS, Eastern Conference Playoffs - Wild Card",eastern-conference-playoffs---wild-card,770,USA.1,MLS,MLS
12327,2024,"2024 MLS, All-Star Game",all-star-game,770,USA.1,MLS,MLS
12312,2024,"2024 MLS, MLS Cup",mls-cup,770,USA.1,MLS,MLS
12316,2024,"2024 MLS, Eastern Conference Playoffs - Semifinals",eastern-conference-playoffs---semifinals,770,USA.1,MLS,MLS
12315,2024,"2024 MLS, Western Conference Playoffs - Semifinals",western-conference-playoffs---semifinals,770,USA.1,MLS,MLS
12591,2024,"2024 NCAA Division I Men's Soccer, Third Round",third-round,5487,USA.NCAA.M.1,NCAA Men's Soccer,NCAAM Soccer
12592,2024,"2024 NCAA Division I Men's Soccer, Second Round",second-round,5487,USA.NCAA.M.1,NCAA Men's Soccer,NCAAM Soccer
12594,2024,"2024 NCAA Division I Men's Soccer, 2024 NCAA Division I Men",2024-ncaa-division-i-men,5487,USA.NCAA.M.1,NCAA Men's Soccer,NCAAM Soccer
12593,2024,"2024 NCAA Division I Men's Soccer, First Round",first-round,5487,USA.NCAA.M.1,NCAA Men's Soccer,NCAAM Soccer
12588,2024,"2024 NCAA Division I Men's Soccer, College Cup - Championship",college-cup---championship,5487,USA.NCAA.M.1,NCAA Men's Soccer,NCAAM Soccer
12589,2024,"2024 NCAA Division I Men's Soccer, College Cup - Semifinal",college-cup---semifinal,5487,USA.NCAA.M.1,NCAA Men's Soccer,NCAAM Soccer
12590,2024,"2024 NCAA Division I Men's Soccer, Quarterfinals",quarterfinals,5487,USA.NCAA.M.1,NCAA Men's Soccer,NCAAM Soccer
12599,2024,"2024 NCAA Division I Women's Soccer, Second Round",second-round,5499,USA.NCAA.W.1,NCAA Women's Soccer,NCAAW Soccer
12598,2024,"2024 NCAA Division I Women's Soccer, Third Round",third-round,5499,USA.NCAA.W.1,NCAA Women's Soccer,NCAAW Soccer
12597,2024,"2024 NCAA Division I Women's Soccer, Quarterfinals",quarterfinals,5499,USA.NCAA.W.1,NCAA Women's Soccer,NCAAW Soccer
12600,2024,"2024 NCAA Division I Women's Soccer, First Round",first-round,5499,USA.NCAA.W.1,NCAA Women's Soccer,NCAAW Soccer
12601,2024,"2024 NCAA Division I Women's Soccer, 2024 NCAA Division I Women",2024-ncaa-division-i-women,5499,USA.NCAA.W.1,NCAA Women's Soccer,NCAAW Soccer
12596,2024,"2024 NCAA Division I Women's Soccer, Semifinals",semifinals,5499,USA.NCAA.W.1,NCAA Women's Soccer,NCAAW Soccer
12595,2024,"2024 NCAA Division I Women's Soccer, College Cup",college-cup,5499,USA.NCAA.W.1,NCAA Women's Soccer,NCAAW Soccer
12430,2024,"2024 NWSL, Playoffs - Quarterfinals",playoffs---quarterfinals,8301,USA.NWSL,NWSL,NWSL
12431,2024,"2024 NWSL, Regular Season",regular-season,8301,USA.NWSL,NWSL,NWSL
12429,2024,"2024 NWSL, Playoffs - Semifinals",playoffs---semifinals,8301,USA.NWSL,NWSL,NWSL
12428,2024,"2024 NWSL, Playoffs - Championship",playoffs---championship,8301,USA.NWSL,NWSL,NWSL
12954,2024,"2024 NWSL X Liga MX Femenil Summer Cup, Semifinals",semifinals,22945,USA.NWSL.SUMMER.CUP,NWSL X Liga MX Femenil Summer Cup,NWSL/Liga MXF Summer Cup
12953,2024,"2024 NWSL X Liga MX Femenil Summer Cup, Group Stage",group-stage,22945,USA.NWSL.SUMMER.CUP,NWSL X Liga MX Femenil Summer Cup,NWSL/Liga MXF Summer Cup
12955,2024,"2024 NWSL X Liga MX Femenil Summer Cup, Final",final,22945,USA.NWSL.SUMMER.CUP,NWSL X Liga MX Femenil Summer Cup,NWSL/Liga MXF Summer Cup
12480,2024,"2024 U.S. Open Cup, Third Round",third-round,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
12479,2024,"2024 U.S. Open Cup, Round of 32",round-of-32,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
12482,2024,"2024 U.S. Open Cup, First Round",first-round,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
12478,2024,"2024 U.S. Open Cup, Round of 16",round-of-16,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
12477,2024,"2024 U.S. Open Cup, Quarterfinals",quarterfinals,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
12476,2024,"2024 U.S. Open Cup, Semifinals",semifinals,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
12475,2024,"2024 U.S. Open Cup, Final",final,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
12481,2024,"2024 U.S. Open Cup, Second Round",second-round,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
12291,2024,"2024 USL Championship, Eastern Conference Playoffs - Final",eastern-conference-playoffs---final,4002,USA.USL.1,USL Championship,USL Championship
12292,2024,"2024 USL Championship, Western Conference Playoffs - Semifinals",western-conference-playoffs---semifinals,4002,USA.USL.1,USL Championship,USL Championship
12290,2024,"2024 USL Championship, Western Conference Playoffs - Final",western-conference-playoffs---final,4002,USA.USL.1,USL Championship,USL Championship
12294,2024,"2024 USL Championship, Western Conference Playoffs - Quarterfinals",western-conference-playoffs---quarterfinals,4002,USA.USL.1,USL Championship,USL Championship
12289,2024,"2024 USL Championship, USL Championship Final",usl-championship-final,4002,USA.USL.1,USL Championship,USL Championship
12296,2024,"2024 USL Championship, Regular Season",regular-season,4002,USA.USL.1,USL Championship,USL Championship
12293,2024,"2024 USL Championship, Eastern Conference Playoffs - Semifinals",eastern-conference-playoffs---semifinals,4002,USA.USL.1,USL Championship,USL Championship
12295,2024,"2024 USL Championship, Eastern Conference Playoffs - Quarterfinals",eastern-conference-playoffs---quarterfinals,4002,USA.USL.1,USL Championship,USL Championship
12215,2024,"2024 USL League One, Regular Season",regular-season,19915,USA.USL.L1,USL League One,USL League One
12213,2024,"2024 USL League One, Playoffs - Semifinals",playoffs---semifinals,19915,USA.USL.L1,USL League One,USL League One
12214,2024,"2024 USL League One, Playoffs - Quarterfinals",playoffs---quarterfinals,19915,USA.USL.L1,USL League One,USL League One
12212,2024,"2024 USL League One, Playoffs - Final",playoffs---final,19915,USA.USL.L1,USL League One,USL League One
12331,2024,"2024 USL Jägermeister Cup, Group Stage",group-stage,22059,USA.USL.L1.CUP,USL Jägermeister Cup,USL Jägermeister Cup
12332,2024,"2024 USL Jägermeister Cup, Semifinals",semifinals,22059,USA.USL.L1.CUP,USL Jägermeister Cup,USL Jägermeister Cup
12333,2024,"2024 USL Jägermeister Cup, Final",final,22059,USA.USL.L1.CUP,USL Jägermeister Cup,USL Jägermeister Cup
12847,2024,"2024 Primera División de Venezuela, Clausura",clausura,3949,VEN.1,Venezuelan Primera División,Liga FUTVE
12990,2024,"2024 Primera División de Venezuela, Clausura Semifinals",clausura-semifinals,3949,VEN.1,Venezuelan Primera División,Liga FUTVE
12991,2024,"2024 Primera División de Venezuela, Clausura Final",clausura-final,3949,VEN.1,Venezuelan Primera División,Liga FUTVE
12401,2024,"2024 Primera División de Venezuela, Apertura",apertura,3949,VEN.1,Venezuelan Primera División,Liga FUTVE
12400,2024,"2024 Primera División de Venezuela, Apertura Semifinals",apertura-semifinals,3949,VEN.1,Venezuelan Primera División,Liga FUTVE
12399,2024,"2024 Primera División de Venezuela, Apertura Final",apertura-final,3949,VEN.1,Venezuelan Primera División,Liga FUTVE
13318,2024,"2024-25 Welsh Premier League, Conference League Playoffs - Final",conference-league-playoffs---final,3963,WAL.1,Welsh Premier League,Welsh Premier League
12692,2024,"2024-25 Welsh Premier League, Second Phase",second-phase,3963,WAL.1,Welsh Premier League,Welsh Premier League
12693,2024,"2024-25 Welsh Premier League, Regular Season",regular-season,3963,WAL.1,Welsh Premier League,Welsh Premier League
12691,2024,"2024-25 Welsh Premier League, Conference League Playoffs - Quarterfinals",conference-league-playoffs---quarterfinals,3963,WAL.1,Welsh Premier League,Welsh Premier League
12690,2024,"2024-25 Welsh Premier League, Conference League Playoffs - Semifinals",conference-league-playoffs---semifinals,3963,WAL.1,Welsh Premier League,Welsh Premier League
12622,2024,2024-25 Zambian Super League,2024-25-zambian-super-league,11090,ZAM.1,Zambian Super League,ZAM
12467,2024,Zimbabwe Premier League - Regular Season,zimbabwe-premier-league---regular-season,11067,ZIM.1,Zimbabwean Premier Soccer League,Zimbabwean Premiership
13148,2025,"2025 Argentine Liga Profesional de Fútbol, Apertura - Round of 16",apertura---round-of-16,745,ARG.1,Argentine Liga Profesional de Fútbol,Argentine LPF
13149,2025,"2025 Argentine Liga Profesional de Fútbol, Apertura - Quarterfinals",apertura---quarterfinals,745,ARG.1,Argentine Liga Profesional de Fútbol,Argentine LPF
13152,2025,"2025 Argentine Liga Profesional de Fútbol, Torneo Clausura",torneo-clausura,745,ARG.1,Argentine Liga Profesional de Fútbol,Argentine LPF
13147,2025,"2025 Argentine Liga Profesional de Fútbol, Torneo Apertura",torneo-apertura,745,ARG.1,Argentine Liga Profesional de Fútbol,Argentine LPF
13166,2025,"2025 Argentine Nacional B, Regular Season",regular-season,3903,ARG.2,Argentine Nacional B,Argentine Nacional B
13179,2025,"2025 Primera División B de Argentina, Apertura",apertura,3904,ARG.3,Argentine Primera B,Argentine Primera B
13186,2025,Regular Season,regular-season,4003,ARG.4,Argentine Primera C,Argentine Primera C
13157,2025,"2025 Copa Argentina, Round of 32",round-of-32,8107,ARG.COPA,Copa Argentina,Copa Argentina
13158,2025,"2025 Copa Argentina, Round of 64",round-of-64,8107,ARG.COPA,Copa Argentina,Copa Argentina
13303,2025,2025 Bolivian Liga Profesional,2025-bolivian-liga-profesional,620,BOL.1,Bolivian Liga Profesional,Bolivian Liga Profesional
13305,2025,"2025 Copa Bolivia, Group Stage",group-stage,23284,BOL.COPA,Copa Bolivia,Copa Bolivia
13270,2025,2025 Brasileiro Serie A ,2025-brasileiro-serie-a,630,BRA.1,Brazilian Serie A,Brazil Serie A
13281,2025,2025 Brasileiro Serie B,2025-brasileiro-serie-b,4007,BRA.2,Brazilian Serie B,Brazil Serie B
13290,2025,"2025 Brasileiro C, First Stage",first-stage,11088,BRA.3,Brazilian Serie C,Brasileiro C
13004,2025,"2025 Campeonato Carioca, Carioca Championship - Final",carioca-championship---final,2265,BRA.CAMP.CARIOCA,Brazilian Campeonato Carioca,Brazil Carioca
13005,2025,"2025 Campeonato Carioca, Carioca Championship - Semifinals",carioca-championship---semifinals,2265,BRA.CAMP.CARIOCA,Brazilian Campeonato Carioca,Brazil Carioca
13008,2025,"2025 Campeonato Carioca, Taca Guanabara",taca-guanabara,2265,BRA.CAMP.CARIOCA,Brazilian Campeonato Carioca,Brazil Carioca
13007,2025,"2025 Campeonato Carioca, Taça Rio - Semifinals",taca-rio---semifinals,2265,BRA.CAMP.CARIOCA,Brazilian Campeonato Carioca,Brazil Carioca
13006,2025,"2025 Campeonato Carioca, Taça Rio - Finals",taca-rio---finals,2265,BRA.CAMP.CARIOCA,Brazilian Campeonato Carioca,Brazil Carioca
13073,2025,"2025 Campeonato Gaucho, Finals",finals,2272,BRA.CAMP.GAUCHO,Brazilian Campeonato Gaucho,Brazil Gaucho
13076,2025,"2025 Campeonato Gaucho, First Round",first-round,2272,BRA.CAMP.GAUCHO,Brazilian Campeonato Gaucho,Brazil Gaucho
13278,2025,"2025 Campeonato Gaucho, Farroupilha - Semifinals",farroupilha---semifinals,2272,BRA.CAMP.GAUCHO,Brazilian Campeonato Gaucho,Brazil Gaucho
13279,2025,"2025 Campeonato Gaucho, Farroupilha - Finals",farroupilha---finals,2272,BRA.CAMP.GAUCHO,Brazilian Campeonato Gaucho,Brazil Gaucho
13280,2025,"2025 Campeonato Gaucho, Gaucho - Relegation",gaucho---relegation,2272,BRA.CAMP.GAUCHO,Brazilian Campeonato Gaucho,Brazil Gaucho
13074,2025,"2025 Campeonato Gaucho, Semifinals",semifinals,2272,BRA.CAMP.GAUCHO,Brazilian Campeonato Gaucho,Brazil Gaucho
13047,2025,"2025 Brazilian Campeonato Mineiro, Troféu Inconfidência - Finals",trofeu-inconfidencia---finals,10872,BRA.CAMP.MINEIRO,Brazilian Campeonato Mineiro,Brazil Mineiro
13051,2025,"2025 Brazilian Campeonato Mineiro, Regular Season",regular-season,10872,BRA.CAMP.MINEIRO,Brazilian Campeonato Mineiro,Brazil Mineiro
13049,2025,"2025 Brazilian Campeonato Mineiro, Playoffs - Finals",playoffs---finals,10872,BRA.CAMP.MINEIRO,Brazilian Campeonato Mineiro,Brazil Mineiro
13048,2025,"2025 Brazilian Campeonato Mineiro, Troféu Inconfidência - Semifinals",trofeu-inconfidencia---semifinals,10872,BRA.CAMP.MINEIRO,Brazilian Campeonato Mineiro,Brazil Mineiro
13050,2025,"2025 Brazilian Campeonato Mineiro, Playoffs - Semifinals",playoffs---semifinals,10872,BRA.CAMP.MINEIRO,Brazilian Campeonato Mineiro,Brazil Mineiro
13020,2025,"2025 Campeonato Paulista, Quarterfinals",quarterfinals,8207,BRA.CAMP.PAULISTA,Brazilian Campeonato Paulista,Brazil Paulista
13021,2025,"2025 Campeonato Paulista, Temporada Regular",temporada-regular,8207,BRA.CAMP.PAULISTA,Brazilian Campeonato Paulista,Brazil Paulista
13019,2025,"2025 Campeonato Paulista, Semifinals",semifinals,8207,BRA.CAMP.PAULISTA,Brazilian Campeonato Paulista,Brazil Paulista
13018,2025,"2025 Campeonato Paulista, Finals",finals,8207,BRA.CAMP.PAULISTA,Brazilian Campeonato Paulista,Brazil Paulista
13265,2025,"2025 Copa do Brasil, Third Round",third-round,8306,BRA.COPA_DO_BRAZIL,Copa do Brasil,Copa Do Brazil
13266,2025,"2025 Copa do Brasil, Second Round",second-round,8306,BRA.COPA_DO_BRAZIL,Copa do Brasil,Copa Do Brazil
13267,2025,"2025 Copa do Brasil, First Round",first-round,8306,BRA.COPA_DO_BRAZIL,Copa do Brasil,Copa Do Brazil
13217,2025,"2025 Copa do Nordeste, Quarterfinals",quarterfinals,10951,BRA.COPA_DO_NORDESTE,Copa do Nordeste,Copa do Nordeste
13218,2025,"2025 Copa do Nordeste, Group Stage",group-stage,10951,BRA.COPA_DO_NORDESTE,Copa do Nordeste,Copa do Nordeste
12998,2025,2025 Supercopa Rei,2025-supercopa-rei,19721,BRA.SUPERCOPA_DO_BRAZIL,Brazilian Supercopa Rei,Supercopa Rei
13251,2025,"2025 Africa Cup of Nations, Round of 16",round-of-16,3908,CAF.NATIONS,Africa Cup of Nations,Africa Cup of Nations
13247,2025,"2025 Africa Cup of Nations, Final",final,3908,CAF.NATIONS,Africa Cup of Nations,Africa Cup of Nations
13252,2025,"2025 Africa Cup of Nations, Group Stage",group-stage,3908,CAF.NATIONS,Africa Cup of Nations,Africa Cup of Nations
13250,2025,"2025 Africa Cup of Nations, Quarterfinals",quarterfinals,3908,CAF.NATIONS,Africa Cup of Nations,Africa Cup of Nations
13249,2025,"2025 Africa Cup of Nations, Semifinals",semifinals,3908,CAF.NATIONS,Africa Cup of Nations,Africa Cup of Nations
13248,2025,"2025 Africa Cup of Nations, 3rd-Place",3rd-place,3908,CAF.NATIONS,Africa Cup of Nations,Africa Cup of Nations
13231,2025,2025 Primera División de Chile,2025-primera-division-de-chile,640,CHI.1,Chilean Primera División,Chilean Primera
13230,2025,"2025 Copa Chile, Group Stage",group-stage,8312,CHI.COPA_CHI,Copa Chile,Copa Chile
13181,2025,2025 Chilean Supercopa,2025-chilean-supercopa,8364,CHI.SUPER_CUP,Chilean Supercopa,Chilean Supercopa
13243,2025,2025 Chinese Super League,2025-chinese-super-league,8376,CHN.1,Chinese Super League,Chinese Super League
12996,2025,2025 Club Friendly,2025-club-friendly,19834,CLUB.FRIENDLY,Club Friendly,Club Friendly
13203,2025,"2025 Liga BetPlay, Apertura",apertura,650,COL.1,Colombian Primera A,Colombian Primera A
13211,2025,"2025 Colombia Segunda División, Torneo BetPlay - Apertura",torneo-betplay---apertura,3910,COL.2,Colombian Primera B,Colombian Primera B
13191,2025,2025 Colombian Superliga,2025-colombian-superliga,19112,COL.SUPERLIGA,Colombian Superliga,Colombian Superliga
13070,2025,"2025 Concacaf Champions Cup, Quarterfinals",quarterfinals,5699,CONCACAF.CHAMPIONS,Concacaf Champions Cup,Concacaf Champions Cup
13068,2025,"2025 Concacaf Champions Cup, Final",final,5699,CONCACAF.CHAMPIONS,Concacaf Champions Cup,Concacaf Champions Cup
13069,2025,"2025 Concacaf Champions Cup, Semifinals",semifinals,5699,CONCACAF.CHAMPIONS,Concacaf Champions Cup,Concacaf Champions Cup
13071,2025,"2025 Concacaf Champions Cup, Round of 16",round-of-16,5699,CONCACAF.CHAMPIONS,Concacaf Champions Cup,Concacaf Champions Cup
13072,2025,"2025 Concacaf Champions Cup, Round One",round-one,5699,CONCACAF.CHAMPIONS,Concacaf Champions Cup,Concacaf Champions Cup
13310,2025,"2025 Concacaf Gold Cup, Final",final,4004,CONCACAF.GOLD,Concacaf Gold Cup,Gold Cup
13312,2025,"2025 Concacaf Gold Cup, Quarterfinals",quarterfinals,4004,CONCACAF.GOLD,Concacaf Gold Cup,Gold Cup
13313,2025,"2025 Concacaf Gold Cup, Group Stage",group-stage,4004,CONCACAF.GOLD,Concacaf Gold Cup,Gold Cup
13311,2025,"2025 Concacaf Gold Cup, Semifinals",semifinals,4004,CONCACAF.GOLD,Concacaf Gold Cup,Gold Cup
13298,2025,2025 Concacaf Gold Cup Qualifying - Prelims,2025-concacaf-gold-cup-qualifying---prelims,19778,CONCACAF.GOLD_QUAL,Concacaf Gold Cup Qualifying,Concacaf Gold Cup Qualifying
13277,2025,"2025 Leagues Cup, League Phase",league-phase,19425,CONCACAF.LEAGUES.CUP,Leagues Cup,Leagues Cup
13141,2025,"2025 Copa América Femenina, 3rd-Place Playoff",3rd-place-playoff,20703,CONMEBOL.AMERICA.FEMENINA,Copa América Femenina,Copa América Femenina
13144,2025,"2025 Copa América Femenina, Group Stage",group-stage,20703,CONMEBOL.AMERICA.FEMENINA,Copa América Femenina,Copa América Femenina
13143,2025,"2025 Copa América Femenina, 5th-Place Playoff",5th-place-playoff,20703,CONMEBOL.AMERICA.FEMENINA,Copa América Femenina,Copa América Femenina
13142,2025,"2025 Copa América Femenina, Semifinals",semifinals,20703,CONMEBOL.AMERICA.FEMENINA,Copa América Femenina,Copa América Femenina
13140,2025,"2025 Copa América Femenina, Final",final,20703,CONMEBOL.AMERICA.FEMENINA,Copa América Femenina,Copa América Femenina
13110,2025,"2025 CONMEBOL Libertadores, Second Stage",second-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
13109,2025,"2025 CONMEBOL Libertadores, Third Stage",third-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
13108,2025,"2025 CONMEBOL Libertadores, Group Stage",group-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
13111,2025,"2025 CONMEBOL Libertadores, First Stage",first-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
13040,2025,2025 CONMEBOL Recopa,2025-conmebol-recopa,8333,CONMEBOL.RECOPA,CONMEBOL Recopa,CONMEBOL Recopa
13118,2025,"2025 CONMEBOL Sudamericana, First Stage",first-stage,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
13117,2025,"2025 CONMEBOL Sudamericana, Group Stage",group-stage,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
13214,2025,"2025 LigaPro Ecuador, First Stage",first-stage,660,ECU.1,LigaPro Ecuador,LigaPro Ecuador
13180,2025,2025 Ecuadorian Supercopa,2025-ecuadorian-supercopa,19773,ECU.SUPERCOPA,Ecuadorian Supercopa,Ecuadorian Supercopa
13370,2025,"2025 FIFA Club World Cup, Qualifying Playoff",qualifying-playoff,5501,FIFA.CWC,FIFA Club World Cup,Club World Cup
13056,2025,"2025 FIFA Club World Cup, Group Stage",group-stage,5501,FIFA.CWC,FIFA Club World Cup,Club World Cup
12995,2025,2025 International Friendly,2025-international-friendly,3922,FIFA.FRIENDLY,International Friendly,Men's International Friendly
13242,2025,2025 U21 International Friendly,2025-u21-international-friendly,20132,FIFA.FRIENDLY_U21,Under-21 International Friendly,Men's U-21 Friendly
13064,2025,2025 Women's International Friendly,2025-womens-international-friendly,3923,FIFA.FRIENDLY.W,Women's International Friendly,Women's International Friendly
13003,2025,2025 SheBelieves Cup,2025-shebelieves-cup,19728,FIFA.SHEBELIEVES,SheBelieves Cup,SheBelieves Cup
13079,2025,"2026 World Cup Qualifying - UEFA, Group Stage",group-stage,786,FIFA.WORLDQ.UEFA,FIFA World Cup Qualifying - UEFA,WCQ - UEFA
13246,2025,2025 Pinatar Cup,2025-pinatar-cup,20571,GLOBAL.PINATAR_CUP,Pinatar Cup,Pinatar Cup
13369,2025,"2025 Maurice Revello Tournament, Group Stage",group-stage,11109,GLOBAL.TOULON,Maurice Revello Tournament,Toulon Tournament
13084,2025,2025 League of Ireland Premier,2025-league-of-ireland-premier,3930,IRL.1,Irish Premier Division,Irish Premier Division
13085,2025,2025 Japanese J1 League ,2025-japanese-j1-league,750,JPN.1,Japanese J.League,Japanese J1 League
13320,2025,2025 J.League World Challenge,2025-jleague-world-challenge,17931,JPN.WORLD_CHALLENGE,Japanese J.League World Challenge,J.League World Challenge
13145,2025,2025 Eliteserien,2025-eliteserien,3960,NOR.1,Norwegian Eliteserien,Norwegian Eliteserien
13066,2025,"2025 Primera División de Paraguay, Torneo Clausura 2025",torneo-clausura-2025,3934,PAR.1,Paraguayan Primera División,Paraguayan Primera
13067,2025,"2025 Primera División de Paraguay, Torneo Apertura 2025",torneo-apertura-2025,3934,PAR.1,Paraguayan Primera División,Paraguayan Primera
13190,2025,"2025 Liga1 de Perú, Apertura",apertura,670,PER.1,Peruvian Liga 1,Peru Liga 1
13086,2025,Regular Season,regular-season,3945,SWE.1,Swedish Allsvenskan,Swedish Allsvenskan
13027,2025,"2025 UEFA European Under-21 Championship, Semifinals",semifinals,5693,UEFA.EURO_U21,UEFA European Under-21 Championship,EURO Under-21
13029,2025,"2025 UEFA European Under-21 Championship, Group Stage",group-stage,5693,UEFA.EURO_U21,UEFA European Under-21 Championship,EURO Under-21
13028,2025,"2025 UEFA European Under-21 Championship, Quarterfinals",quarterfinals,5693,UEFA.EURO_U21,UEFA European Under-21 Championship,EURO Under-21
13026,2025,"2025 UEFA European Under-21 Championship, Final",final,5693,UEFA.EURO_U21,UEFA European Under-21 Championship,EURO Under-21
13269,2025,"2027 UEFA European Under-21 Championship Qualifying, Group Stage",group-stage,20114,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying,EURO U-21 Qualifying
13316,2025,"2025 UEFA European Under-19 Championship, Semifinals",semifinals,5698,UEFA.EURO.U19,UEFA European Under-19 Championship,EURO Under-19
13315,2025,"2025 UEFA European Under-19 Championship, Final",final,5698,UEFA.EURO.U19,UEFA European Under-19 Championship,EURO Under-19
13317,2025,"2025 UEFA European Under-19 Championship, Group Stage",group-stage,5698,UEFA.EURO.U19,UEFA European Under-19 Championship,EURO Under-19
13041,2025,"2025 UEFA Women's Nations League, Group Stage",group-stage,23088,UEFA.W.NATIONS,UEFA Women's Nations League,Women's Nations League
13080,2025,"2025 Women's European Championship, Final",final,17915,UEFA.WEURO,UEFA Women's European Championship,Women's EURO
13083,2025,"2025 Women's European Championship, Group Stage",group-stage,17915,UEFA.WEURO,UEFA Women's European Championship,Women's EURO
13082,2025,"2025 Women's European Championship, Quarterfinals",quarterfinals,17915,UEFA.WEURO,UEFA Women's European Championship,Women's EURO
13081,2025,"2025 Women's European Championship, Semifinals",semifinals,17915,UEFA.WEURO,UEFA Women's European Championship,Women's EURO
13241,2025,"2025 Liga UAF Uruguaya, Torneo Apertura",torneo-apertura,680,URU.1,Liga UAF Uruguaya,Liga UAF Uruguaya
13134,2025,"2025 MLS, All-Star Game",all-star-game,770,USA.1,MLS,MLS
13135,2025,"2025 MLS, Regular Season",regular-season,770,USA.1,MLS,MLS
13235,2025,"2025 NWSL, Regular Season",regular-season,8301,USA.NWSL,NWSL,NWSL
13223,2025,2025 NWSL Challenge Cup,2025-nwsl-challenge-cup,19868,USA.NWSL.CUP,NWSL Challenge Cup,NWSL Challenge Cup
13258,2025,"2025 U.S. Open Cup, Third Round",third-round,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
13257,2025,"2025 U.S. Open Cup, Round of 32",round-of-32,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
13259,2025,"2025 U.S. Open Cup, Second Round",second-round,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
13260,2025,"2025 U.S. Open Cup, First Round",first-round,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
13256,2025,"2025 U.S. Open Cup, Round of 16",round-of-16,5337,USA.OPEN,U.S. Open Cup,U.S. Open Cup
13095,2025,"2025 USL Championship, Regular Season",regular-season,4002,USA.USL.1,USL Championship,USL Championship
13099,2025,"2025 USL League One, Regular Season",regular-season,19915,USA.USL.L1,USL League One,USL League One
13102,2025,"2025 USL Jägermeister Cup, Group Stage",group-stage,22059,USA.USL.L1.CUP,USL Jägermeister Cup,USL Jägermeister Cup
13197,2025,"2025 Primera División de Venezuela, Apertura",apertura,3949,VEN.1,Venezuelan Primera División,Liga FUTVE
13196,2025,"2025 Primera División de Venezuela, Apertura Semifinals",apertura-semifinals,3949,VEN.1,Venezuelan Primera División,Liga FUTVE
13282,2025,Zimbabwe Premier League - Regular Season,zimbabwe-premier-league---regular-season,11067,ZIM.1,Zimbabwean Premier Soccer League,Zimbabwean Premiership
